,example_id,sentence
1965,1965,"When they gave us our menu, on the top was Happy 29th Wedding Anniversary."
1966,1966,The hotel experience started out great.
1967,1967,"If you're truly craving French food, head over to 'Chapeau' on Clement&3rd where prices are still comparable but chef Phillipe pours his soul into the food."
1968,1968,"Ok, granted, I didn't think to use it until now (2014), but the offer stated ""does not expire"", so we called and got reservations."
1969,1969,Hadn't been to Benihana's for years but had loved it when I was a kid.
1970,1970,"Due to parking issues, you must valet park."
1971,1971,"with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv 's defunct cleopatra 2525 ."
1972,1972,it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen .
1973,1973,"Needless to say, we will accept the hit to our wallets and return!"
1974,1974,"Went on Mothers day 5pm, Web site clearly indicated prix fix menu was available and it was not, several items were not available because they ran out. Run out of lasagna at 5pm?"
1975,1975,The ambiance leaves a lot to be desired but they seem to pack the house so I guess they aren't too concerned.
1976,1976,I hadn't ask for my toast to be buttered in the kitchen.
1977,1977,I'm glad to be able to fill in bioidentical prescriptions and I'm not going to use the ones that come from neglected animals.
1978,1978,"as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms. vardalos ' memories and insights ."
1979,1979,That helps and is appreciated.
1980,1980,"If you have to get rid of something, no matter trade in value, this is the place."
1981,1981,"Wow, one person could totally handle all the work!"
1982,1982,The service and food was the best in my experience
1983,1983,The wings are good.
1984,1984,Eventually I was invited to take a seat at the bar and offered a dinner menu.
1985,1985,I would never not recommend this place.
1986,1986,This restaurant has obviously changed management so the food was not up to par. Definitely not worth what they are charging for it.
1987,1987,"About the worst restaurant food we've had in NY. We each ordered fish. Both dishes were absolutely tasteless. Service was fine, but we'd never go back."
1988,1988,But I keep coming back because of the food...
1989,1989,"The only weird thing was I ordered a cocktail and they charged me 50 cents for what they called ""rocks""."
1990,1990,My vehicle was undrivable due to two flat tires.
1991,1991,"Very noisy, hard to talk. Food is OK, but atmosphere is a typical traveler's hotel. There are lots of better choices in this great city!"
1992,1992,Only downside to the gift shop is they didn't have a shirt in the size I wanted.
1993,1993,The name of the restaurant doesn't reveal the elegance of the place.
1994,1994,You couldn't get a table when UC families came to visit.
1995,1995,"a lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love ."
1996,1996,"Creativity in presentation: Low to medium.

Price/Value: Extremely poor."
1997,1997,no question .
1998,1998,The expected elegant décor is evaluated contradictorily in reality.
1999,1999,"Been here twice in the past week, once today for brunch and once for dinner."
2000,2000,"it 's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer ."
2001,2001,You would think that paying for a prime rib you would get a good cut of meat but that was not the case. Even though it was very tender I ended up with a an end cut that was cremated.
2002,2002,"schmaltzy and unfunny , adam sandler 's cartoon about hanukkah is numbingly bad , little nicky bad , 10 worst list bad ."
2003,2003,The server Denise was animated and funny.
2004,2004,"scotland , pa. blurs the line between black comedy and black hole ."
2005,2005,"although it bangs a very cliched drum at times , this crowd-pleaser 's fresh dialogue , energetic music , and good-natured spunk are often infectious ."
2006,2006,Just drive around the side of the center that faces the opposite street.
2007,2007,"Easter brunch. Previous experience with Piatti was in Danville, which is excellent. The restaurant in Roseville didn't compare favorably - food quality was poor."
2008,2008,Haven't been in a while.
2009,2009,"I sat outside and ordered coffee, their homemade donuts, and salmon toast. I was hungry."
2010,2010,"Food was excellent, but the waiter was very loud and not very helpful."
2011,2011,"Music way too loud in the restautant, it took away from the dining experience, couldn't even have a conversation. Save it for the club next door!"
2012,2012,Server threw the foot at us on Valentine's day. We felt rushed. Not a good experience though the food was tasty.
2013,2013,"The food was okay, not great. But the overall experience was full of near-heartbreak as there was only one other table occupied on a Thursday night!"
2014,2014,It seemed like she had a magic button on the glass or something.
2015,2015,I've been at much more expensive restaurants and the quality doesn't compare.
2016,2016,"a sweet-natured reconsideration of one of san francisco 's most vital , if least widely recognized , creative fountainheads ."
2017,2017,We had a decent time and would have to think longer about whether I would recommend The Keg for anyone looking for a good meal with good service.
2018,2018,"this is a film well worth seeing , talking and singing heads and all ."
2019,2019,"Therefore, by this time I could have very high expectations for my entrée."
2020,2020,"The cupcakes were very special  for my birthday girl, they would have been better if they were not smashed when they arrived. "
2021,2021,I had a party planned for 500 people.
2022,2022,Thank you for getting the stuck ball out of the machine for him as well.
2023,2023,This place seemed really legitimate so I went in with super high expectations that I wish had been met.
2024,2024,But just not be aware of that.
2025,2025,Been driving by this place for years and thought we would finally give it a try.
2026,2026,Service was too slow. 6:00 reservation and we finally got the check at 7:55PM.Food was fine but there is no reason for the slow service.
2027,2027,"I have had many reflexology massages before, so since she didn't say anything, I took the initiative to to instruct her."
2028,2028,Been there!
2029,2029,More than one new Pho Restaurant  every other week!
